N,P,K,pH,temperature,humidity,rainfall,crop,fertilizer,quantity
71,38,12,5.43,25.31,74.13,1528.85,6,1,63.5
67,50,22,7.0,26.8,83.82,1192.01,1,2,57.1
97,24,105,6.34,10.02,64.6,1929.84,1,1,22.700000000000003
151,28,72,4.66,30.17,54.21,1784.08,2,1,18.5
121,82,14,4.56,16.37,57.06,1406.39,1,2,34.5
51,68,34,4.98,13.84,55.89,2348.75,3,5,51.7
109,37,95,7.1,19.14,88.41,241.45,4,1,19.2
95,24,81,6.77,29.95,52.81,2624.13,4,1,32.9
52,67,61,6.71,23.09,35.76,208.26,6,5,40.9
123,62,89,4.63,20.47,47.38,1465.64,1,0,9.9
72,51,105,6.38,31.8,87.61,2667.77,1,6,22.099999999999994
127,37,14,8.2,34.41,55.69,1370.39,1,1,46.2
61,82,109,6.09,36.08,48.96,2315.88,5,6,14.499999999999996
55,28,68,7.0,23.34,48.65,1328.2,2,5,48.900000000000006
44,80,34,7.62,31.53,30.54,2582.59,1,5,50.2
134,86,89,7.64,36.56,67.99,2997.84,0,2,0.0
105,11,97,6.58,37.27,73.46,2715.22,6,1,27.400000000000002
28,27,23,7.93,24.76,51.18,356.1,0,5,75.3
126,49,86,6.07,20.66,82.37,615.12,5,4,14.1
88,62,96,8.05,37.01,74.57,1717.2,3,6,17.599999999999994
89,17,61,5.46,17.84,66.05,2892.48,2,1,44.800000000000004
148,18,34,5.62,33.91,72.23,1337.71,6,1,37.6
50,86,100,4.71,37.26,76.17,975.72,1,5,20.2
147,30,81,7.68,32.19,61.62,2901.94,5,1,15.5
150,53,65,6.17,30.4,53.87,2184.6,1,0,14.1
121,69,91,5.42,11.52,37.54,2357.22,0,0,7.6
135,80,46,5.43,16.1,54.3,510.07,4,0,18.1
23,40,79,8.11,30.0,63.01,935.17,0,5,50.5
159,22,15,7.84,33.56,86.87,1610.15,4,1,40.7
141,54,34,6.71,11.9,39.29,2262.03,6,2,28.900000000000002
81,11,29,6.96,10.57,75.42,1172.4,6,1,61.8
90,43,32,6.4,19.35,44.44,771.96,6,2,48.300000000000004
111,78,66,6.07,29.35,87.42,1424.03,3,3,17.9
154,75,62,8.16,25.36,65.69,1388.03,2,6,7.5
75,71,68,5.0,10.25,55.97,2644.31,6,0,30.0
86,56,90,6.17,14.55,50.81,2814.54,2,5,22.4
82,11,105,5.88,32.57,42.12,672.68,5,1,31.099999999999994
60,81,70,6.49,18.93,72.87,982.58,0,6,30.7
84,46,64,6.33,13.52,68.16,2400.87,0,3,36.4
116,89,89,6.58,11.53,83.41,886.14,4,4,3.9
55,72,110,5.06,35.51,65.84,941.0,6,5,18.9
33,65,29,6.55,24.15,40.19,2094.59,2,5,60.0
66,55,12,5.47,25.11,70.97,1630.33,4,2,59.900000000000006
99,72,74,5.24,11.84,82.73,2170.09,0,0,20.1
33,17,46,4.76,24.66,89.43,403.24,1,5,67.6
98,64,44,7.55,29.37,71.1,1611.77,6,4,34.8
135,52,25,6.21,13.68,47.37,2083.97,5,2,34.9
20,32,13,7.01,37.08,63.92,1528.35,2,5,80.2
38,25,12,7.41,33.5,60.9,557.89,2,5,77.30000000000001
140,61,117,7.22,34.06,60.72,574.88,2,5,0.0
77,63,26,6.38,26.1,34.72,1846.4,5,2,48.6
154,85,53,6.05,20.02,41.67,603.32,3,5,8.100000000000001
96,46,72,6.0,29.21,61.45,1050.54,3,3,29.599999999999998
134,76,115,7.06,16.76,77.89,1435.3,1,6,0.0
83,27,107,6.48,14.11,40.91,1861.29,2,1,25.2
37,68,51,7.9,26.15,39.86,942.87,5,5,49.1
69,10,107,8.0,24.36,75.59,1334.69,4,1,34.5
87,28,26,5.18,14.51,71.43,1229.91,4,1,56.1
110,22,33,5.04,25.91,59.11,471.8,4,1,48.2
35,42,46,7.02,26.39,33.02,2450.53,6,5,59.5
97,31,11,5.7,36.15,58.36,2278.68,4,1,58.2
154,36,23,4.57,32.78,80.09,2395.56,5,1,34.8
75,59,19,8.05,16.53,30.64,612.51,2,2,53.2
33,86,24,5.41,34.54,36.16,1649.13,3,5,55.7
128,81,46,8.22,39.07,78.56,1124.73,3,6,19.900000000000002
89,62,67,7.37,31.5,61.51,1175.79,2,3,28.9
81,69,55,7.55,33.61,69.74,384.26,3,5,34.0
62,59,62,5.31,17.99,74.7,2848.34,2,0,39.9
76,75,91,5.44,39.76,48.01,2831.16,2,0,19.299999999999997
121,33,65,6.59,15.29,47.87,1343.29,4,1,28.799999999999997
94,78,118,5.19,32.53,45.84,2592.4,6,0,2.200000000000001
70,17,22,5.72,21.86,40.04,1124.31,2,1,66.1
86,29,44,5.79,20.71,48.28,1766.37,5,1,48.9
148,75,45,5.14,18.55,87.17,2284.89,3,0,16.1
99,79,110,5.32,23.23,35.16,1664.58,0,0,3.5999999999999996
79,68,83,7.65,33.73,44.44,658.66,3,2,23.7
22,89,102,5.17,38.23,49.08,1261.3,6,5,26.899999999999995
91,56,43,4.61,22.49,39.23,2326.61,3,0,39.7
133,45,33,7.02,29.55,34.64,2386.42,1,2,34.4
99,11,62,8.4,33.65,39.71,1146.16,5,1,43.2
130,73,36,5.82,12.99,61.67,1713.33,1,2,25.700000000000003
73,87,82,4.97,38.82,65.81,779.93,1,0,20.199999999999996
21,47,82,6.78,16.35,42.92,903.03,3,5,47.8
48,35,83,8.13,37.45,60.23,605.47,2,5,42.89999999999999
35,29,21,7.64,39.6,30.37,1426.18,6,5,73.4
114,13,24,6.99,13.01,66.12,2215.68,5,1,53.3
78,74,12,5.76,36.78,30.08,2661.72,5,2,50.6
158,23,37,6.67,29.23,68.57,1725.16,5,1,31.9
43,44,18,4.86,34.54,59.0,2025.7,4,5,67.7
102,61,48,7.22,13.27,36.56,947.1,6,5,32.9
93,32,39,7.4,35.03,35.3,765.78,0,1,47.9
115,29,66,8.36,28.78,30.41,1307.97,2,1,31.4
106,36,32,5.54,25.32,63.1,1764.95,0,1,45.6
116,50,39,4.57,26.8,78.39,293.97,6,2,35.6
113,87,73,6.68,32.33,81.39,457.88,3,3,11.8
113,45,25,7.33,18.93,64.15,1966.16,1,2,43.6
90,13,45,7.66,38.3,83.23,758.07,5,1,52.099999999999994
72,35,39,5.27,19.23,81.72,1469.4,1,1,53.3
133,49,55,5.55,36.31,71.89,2822.24,2,2,24.4
148,89,110,6.55,10.36,51.78,2615.29,4,0,0.0
113,83,89,5.82,37.49,79.63,378.37,3,4,6.6
117,75,101,7.94,35.55,53.5,364.38,4,6,3.0
137,82,29,6.4,13.73,54.2,606.7,6,2,23.700000000000003
53,12,87,7.7,32.11,70.68,525.93,5,5,46.7
80,73,118,6.82,21.22,85.68,910.68,2,4,7.9
121,38,65,7.59,24.39,60.0,1241.79,4,1,27.299999999999997
80,63,102,5.83,12.06,40.63,432.24,0,3,17.3
27,16,119,7.83,16.38,38.55,1489.46,4,5,40.49999999999999
73,34,46,5.6,38.61,48.13,1683.51,1,1,50.5
65,33,92,6.68,22.54,57.46,2052.47,0,1,34.8
137,52,90,5.36,10.78,47.86,1337.75,1,0,8.3
112,15,71,6.4,25.45,72.72,1028.51,6,1,34.5
50,24,74,5.77,39.84,62.56,2000.9,4,5,49.199999999999996
41,88,38,5.57,19.98,54.4,2751.35,2,5,47.099999999999994
76,49,102,8.37,14.24,42.8,1310.18,4,6,22.7
123,70,97,5.14,29.31,66.32,1021.62,4,0,4.299999999999999
36,30,92,7.65,37.59,70.45,2209.61,3,5,44.39999999999999
108,67,52,8.44,35.77,77.05,2656.37,2,6,27.700000000000003
120,41,83,4.58,29.71,89.45,2887.44,3,0,19.5
86,21,45,7.3,15.52,43.88,816.41,0,1,50.9
75,18,26,5.51,33.53,30.91,1047.76,1,1,62.699999999999996
43,29,63,4.66,34.7,60.03,2736.41,5,5,54.2
44,24,26,6.11,35.49,85.44,955.97,6,5,70.19999999999999
133,86,41,8.24,22.12,44.93,1167.67,3,6,18.900000000000002
29,17,25,4.55,22.27,75.35,1990.49,5,5,77.19999999999999
55,30,60,6.85,14.65,49.17,1790.78,1,5,51.5
144,54,68,6.51,33.18,53.47,2657.98,4,2,14.4
137,49,119,7.99,32.12,86.86,1913.18,4,6,0.0
77,15,32,4.84,12.99,57.66,1568.86,5,1,60.6
102,20,25,7.23,10.6,73.52,407.05,5,1,54.4
101,73,41,7.22,38.55,62.99,2930.07,1,2,32.400000000000006
42,51,75,7.18,10.52,75.83,1382.48,5,5,43.099999999999994
155,68,113,8.27,28.86,49.04,1803.22,4,6,0.0
69,17,79,7.79,23.61,82.61,1605.68,2,1,43.6
108,81,83,4.67,33.32,62.94,2266.3,3,0,11.099999999999998
62,64,107,6.38,12.63,48.55,2010.06,6,2,20.4
115,48,71,6.09,30.47,32.29,1159.48,3,2,23.700000000000003
132,60,39,5.74,28.45,30.79,1656.12,4,2,27.8
133,64,45,6.31,35.61,51.2,2512.9,6,3,23.9
101,85,15,6.04,25.56,42.94,1973.68,5,2,39.2
115,12,54,6.23,31.85,33.16,2872.85,5,1,41.3
65,52,42,8.42,23.13,63.17,2311.04,4,6,49.1
123,54,14,4.85,39.52,89.33,1558.53,6,2,42.3
34,89,65,8.19,26.78,55.34,2459.63,0,5,38.099999999999994
68,25,37,6.42,32.61,63.13,1438.13,5,1,58.3
94,14,16,6.99,12.79,43.19,796.93,4,1,62.2
25,49,119,7.82,23.88,42.29,1963.19,0,5,31.199999999999996
74,85,68,5.94,11.93,49.7,1190.9,3,0,26.1
102,76,28,6.22,13.65,80.1,269.62,3,2,36.4
95,54,71,6.14,25.18,87.63,799.41,5,5,27.900000000000002
34,12,52,6.0,20.57,74.38,667.82,3,5,66.39999999999999
30,40,59,8.2,23.79,31.23,2425.62,4,5,56.4
146,33,99,7.82,24.88,56.3,2234.8,1,1,7.699999999999998
139,38,62,4.94,14.79,55.24,1920.67,0,1,23.099999999999998
93,64,111,4.93,20.97,86.11,2816.13,0,0,9.499999999999998
70,42,47,6.21,35.82,74.73,698.71,0,0,48.6
107,60,112,4.89,35.7,72.86,656.95,2,0,6.099999999999998
119,89,26,6.98,24.72,63.89,2745.43,4,2,28.200000000000003
84,83,92,5.07,32.47,68.75,2011.29,0,0,14.100000000000001
36,39,36,6.59,32.61,71.92,1761.28,0,5,64.1
57,70,46,4.53,11.32,63.15,2271.7,0,5,44.5
137,69,16,5.77,28.33,80.69,988.68,4,2,32.8
143,44,47,7.21,34.14,32.21,1865.68,4,2,26.1
56,16,90,6.44,27.82,86.48,1395.32,2,5,43.4
105,15,38,8.41,26.25,76.42,1059.52,1,1,49.8
130,24,60,8.0,25.94,61.74,2653.67,0,1,30.8
154,75,117,5.94,25.24,81.62,649.85,2,3,0.0
30,26,112,4.68,33.35,79.68,250.08,1,5,39.400000000000006
97,28,117,7.88,29.27,55.16,1205.49,0,1,16.7
132,23,90,8.14,16.47,80.39,755.53,0,1,18.499999999999996
71,58,24,7.78,23.0,41.3,2470.88,3,2,52.7
88,60,25,5.01,25.86,58.15,554.58,2,2,46.599999999999994
90,43,106,8.49,22.57,43.94,2824.97,3,6,18.700000000000003
34,30,20,5.53,17.13,37.46,669.11,1,5,73.8
101,57,42,7.4,13.74,83.68,2689.92,4,3,36.8
20,76,105,8.13,13.52,52.02,671.46,5,5,30.200000000000003
158,67,118,5.44,18.89,71.06,334.23,1,0,0.0
29,87,101,8.13,22.08,52.51,1565.97,3,5,25.799999999999997
137,30,29,5.74,30.49,62.65,1197.83,6,1,39.3
61,36,38,8.41,39.55,50.88,1873.94,4,1,56.7
113,80,25,5.63,36.92,74.56,1994.02,6,2,33.1
133,38,103,8.31,34.41,77.19,2816.26,5,1,8.499999999999998
60,18,26,4.71,34.41,55.83,2867.61,4,1,67.19999999999999
145,88,66,7.34,27.88,81.58,1585.93,3,2,4.700000000000001
143,53,87,6.63,17.58,51.32,784.27,6,0,7.399999999999999
31,37,97,6.41,24.16,75.75,892.35,2,5,41.8
145,47,46,5.39,14.28,69.0,479.15,5,0,25.0
117,24,86,7.32,26.99,57.36,983.64,6,1,24.300000000000004
125,24,27,5.26,10.69,83.34,2751.88,2,1,45.5
133,39,80,6.71,15.68,64.34,1220.89,0,1,17.4
132,41,58,5.51,31.37,80.41,1962.66,6,6,25.9
77,49,20,8.32,18.31,74.0,2947.48,0,2,55.199999999999996
133,85,66,4.61,22.6,61.95,498.86,3,0,9.2
129,11,90,5.3,34.96,49.59,2371.06,6,1,23.0
30,31,28,5.47,11.34,87.07,2159.13,0,5,71.5
146,35,79,6.16,10.68,33.4,2493.31,5,1,15.1
102,49,91,5.43,16.87,83.67,584.07,6,0,19.299999999999997
59,17,62,6.47,30.53,60.38,1604.99,3,5,53.400000000000006
133,45,19,7.99,17.08,74.92,1969.6,6,2,40.0
113,35,10,7.35,35.91,50.05,2328.23,2,1,52.6
118,16,10,6.82,20.56,53.05,2195.37,6,1,56.8
87,10,56,4.86,18.51,41.45,1798.71,2,1,49.5
24,41,111,7.28,16.99,87.26,1513.67,1,5,37.1
154,87,36,5.17,27.22,32.6,2836.8,5,2,14.3
144,18,34,7.65,35.69,53.21,708.99,1,1,38.8
50,68,99,5.5,22.18,50.08,772.15,2,5,26.0
44,53,112,6.17,17.58,78.78,511.0,0,5,27.099999999999998
121,74,19,5.9,22.63,60.1,515.48,6,2,34.900000000000006
100,30,45,7.94,37.14,40.15,2645.77,6,1,44.0
98,29,55,5.01,20.04,60.54,1898.27,5,1,40.9
138,58,17,6.76,29.67,44.16,2818.26,6,2,35.400000000000006
126,42,106,5.07,19.89,31.03,2683.22,6,0,8.200000000000001
26,27,71,7.32,30.24,62.67,1041.44,1,5,56.699999999999996
122,50,38,8.12,36.43,51.62,1995.69,6,2,34.2
70,26,62,6.24,27.96,44.33,1262.43,5,1,47.400000000000006
74,22,107,6.45,38.42,40.33,2653.29,0,1,29.400000000000002
57,52,100,8.21,28.05,57.22,2255.9,6,5,28.299999999999997
75,82,115,6.58,39.25,82.18,545.75,1,6,7.899999999999999
111,74,13,6.45,31.71,75.49,909.21,0,2,40.3
91,32,58,6.81,29.58,30.28,2041.22,1,1,40.89999999999999
96,49,78,7.26,34.89,73.87,889.18,2,1,26.3
65,43,51,4.93,10.33,34.36,1695.31,2,0,48.2
56,45,84,7.78,17.72,62.88,883.91,0,5,37.1
22,59,74,6.24,16.48,76.8,2111.07,0,5,47.099999999999994
97,87,86,4.79,13.33,57.2,410.04,6,0,11.399999999999999
96,39,93,7.64,38.13,52.6,2219.43,4,1,23.3
69,49,43,6.01,13.93,86.37,1143.62,1,2,48.400000000000006
126,21,106,4.9,17.89,31.76,1469.86,0,1,14.499999999999998
50,10,23,7.04,20.05,36.36,1554.01,0,5,73.8
26,25,62,8.02,28.74,82.22,744.26,5,5,60.9
76,59,85,8.05,33.02,83.17,2838.05,1,6,26.5
55,52,84,8.33,28.14,52.36,200.46,1,5,35.3
105,69,10,7.97,32.47,62.41,1243.69,3,2,44.8
43,14,119,4.51,22.06,39.86,559.88,1,5,36.300000000000004
43,30,17,6.02,39.87,83.06,1207.79,4,5,72.30000000000001
75,74,27,7.77,15.1,58.14,491.05,5,2,45.5
96,30,14,5.97,21.99,63.85,1260.38,4,1,57.6
143,80,104,6.91,34.97,37.08,742.86,5,6,0.0
47,74,76,6.93,17.4,66.89,1750.6,4,5,34.3
96,32,31,5.96,32.53,71.75,233.48,5,1,50.2
97,69,15,8.12,20.93,47.68,1617.07,3,2,45.2
115,11,97,6.51,15.33,83.77,991.74,3,1,24.4
64,43,36,6.36,22.1,42.23,1100.08,2,2,54.5
88,66,94,8.49,33.54,83.84,1193.11,5,6,17.199999999999996
118,25,46,6.47,13.36,72.2,2027.62,2,1,39.7
139,83,107,5.21,25.48,79.85,2321.76,3,0,0.0
87,57,44,6.55,32.24,71.95,1123.17,0,4,40.199999999999996
97,34,45,7.76,32.55,55.71,2789.98,2,1,43.699999999999996
94,77,70,7.61,21.69,49.89,2289.46,6,5,21.7
102,41,99,7.65,23.99,74.04,1330.74,3,3,18.499999999999996
21,54,10,7.33,35.7,47.89,473.85,2,5,74.5
150,49,57,5.52,16.25,33.71,1768.95,6,5,18.5
106,22,92,7.95,39.78,44.82,1918.54,6,1,25.799999999999997
67,14,99,8.07,22.58,75.31,581.66,6,1,37.1
84,26,96,5.28,18.26,77.59,2585.67,4,1,29.6
61,80,113,5.02,10.08,46.6,1268.0,3,0,13.499999999999998
153,19,107,8.4,13.75,49.68,626.64,2,1,6.600000000000001
78,68,100,7.97,32.7,62.96,1658.46,1,6,17.199999999999996
100,44,76,8.07,29.48,45.72,1381.71,1,6,27.4
38,32,119,8.05,17.4,66.37,1998.04,2,5,32.4
127,65,112,6.67,37.81,46.92,683.2,4,3,0.0
80,25,86,7.09,35.07,37.25,258.14,0,1,35.1
139,61,48,6.68,18.08,39.29,1534.09,2,2,21.8
149,36,89,4.7,19.9,45.03,640.16,0,1,9.9
98,24,12,7.48,15.54,40.07,638.05,3,1,59.6
38,71,35,6.52,29.28,88.46,2098.19,1,5,54.300000000000004
116,15,78,7.09,31.03,69.5,924.56,2,1,30.5
89,33,64,6.51,21.88,40.76,2551.97,6,1,38.8
113,14,12,6.47,32.11,55.43,1641.27,3,1,58.1
150,80,65,5.19,39.75,46.15,1902.63,0,0,6.0
143,62,37,5.61,28.36,71.07,1098.54,3,2,24.7
152,40,52,5.14,29.48,82.04,826.68,5,0,22.6
86,44,39,5.28,21.22,54.05,645.11,1,2,46.400000000000006
58,28,96,8.39,10.32,55.73,2179.83,6,5,36.8
148,43,27,5.11,38.62,53.91,2129.56,6,2,32.900000000000006
128,10,14,5.58,33.17,56.95,1579.49,0,1,54.0
70,50,95,6.86,30.87,32.15,2387.67,0,3,27.0
122,62,118,6.94,10.89,65.56,2447.26,4,6,0.0
100,89,70,5.12,32.77,87.12,1438.1,5,0,16.3
125,73,10,7.67,30.1,77.12,2023.23,1,2,37.6
70,49,73,7.64,27.07,81.68,2753.89,2,5,36.099999999999994
47,71,100,5.45,28.71,43.75,428.06,0,5,25.6
49,64,23,5.65,37.55,66.43,233.96,1,5,57.89999999999999
27,20,50,8.25,10.2,83.58,1525.41,4,5,66.9
60,61,82,7.8,14.71,34.12,1128.87,3,1,31.900000000000002
78,35,77,7.29,36.84,82.64,443.62,4,1,36.3
53,83,62,4.83,10.25,33.87,619.35,1,5,35.4
90,57,98,6.17,37.11,88.98,921.0,0,3,17.7
135,54,40,6.74,10.89,35.04,478.31,4,2,28.3
57,42,68,5.25,33.38,52.08,1093.42,6,5,44.099999999999994
128,73,105,6.29,36.73,33.28,571.84,5,3,0.0
136,87,75,6.9,28.38,33.41,1949.14,1,6,4.1
41,18,46,5.81,29.24,81.98,2150.55,0,5,64.9
40,87,59,7.62,11.52,33.82,2371.37,3,5,39.3
66,11,75,7.86,16.33,77.56,2635.34,0,1,47.9
69,84,23,5.79,36.98,84.41,208.67,1,2,45.900000000000006
138,23,24,7.85,34.71,86.1,693.92,2,1,43.099999999999994
157,45,34,4.91,11.79,81.84,2481.04,6,2,26.800000000000004
130,44,83,7.85,34.39,87.31,285.37,0,6,15.599999999999998
47,73,101,5.11,22.7,33.11,2063.24,5,5,24.6
56,34,17,4.83,26.82,89.8,706.12,0,5,67.2
70,18,67,7.07,13.25,31.23,1618.0,5,1,47.8
27,86,65,6.39,21.96,39.99,2894.46,1,5,41.1
133,52,23,8.13,23.05,34.86,2016.36,5,2,36.3
38,19,93,5.95,30.08,74.64,1231.02,1,5,46.7
49,66,51,5.65,29.73,35.22,2129.21,6,5,46.1
55,42,22,6.5,26.47,47.56,215.57,0,5,63.1
154,18,28,6.32,10.94,68.28,2861.4,6,1,38.2
135,63,43,5.88,14.85,59.88,1164.45,2,1,24.4
126,22,99,7.27,14.81,38.17,2944.33,1,1,16.999999999999996
53,33,110,7.54,36.63,61.29,2093.96,6,5,31.199999999999996
51,71,55,7.91,37.05,50.44,1004.58,2,5,42.4
61,49,97,8.39,34.19,65.16,1922.75,1,6,29.2
138,68,64,5.57,15.25,62.31,1264.7,3,6,13.6
33,65,94,7.36,35.2,89.37,1999.83,6,5,34.0
133,73,73,6.08,15.63,81.81,2413.85,5,4,10.0
113,69,66,7.21,26.64,30.22,1518.23,5,3,20.0
50,32,97,6.4,32.02,40.56,821.93,0,5,37.599999999999994
151,36,81,8.48,11.55,84.79,2948.07,2,1,12.499999999999998
28,70,73,7.42,27.94,62.37,1355.41,0,5,42.4
119,53,106,8.31,17.53,75.57,693.89,0,6,6.999999999999998
89,66,14,7.84,24.94,60.21,2269.8,0,2,48.900000000000006
43,52,98,8.11,21.52,77.15,2034.78,3,5,33.3
117,71,52,7.76,30.6,37.97,2486.47,0,3,23.8
84,35,113,6.34,24.68,74.27,204.69,6,1,20.099999999999994
119,84,26,5.51,19.05,82.18,1172.48,1,2,29.700000000000003
69,73,98,5.98,37.31,45.94,1080.68,5,3,19.200000000000003
39,78,115,4.58,38.77,52.1,2786.75,1,5,19.9
78,33,55,6.6,34.06,65.43,1179.07,1,1,45.699999999999996
78,82,42,6.52,27.42,82.09,1676.25,5,3,36.199999999999996
109,83,78,6.6,36.53,84.47,209.87,1,3,12.2
158,20,24,8.4,28.05,62.07,2462.81,5,1,38.0
103,76,51,8.15,14.46,69.48,519.14,6,6,26.9
84,62,24,5.15,10.52,82.37,2670.53,0,2,47.6
96,52,74,5.98,31.78,43.88,2258.31,4,4,27.0
77,36,72,6.2,32.57,79.51,1757.89,0,1,38.3
119,10,65,5.94,37.77,45.71,2297.44,4,1,36.3
142,58,52,7.69,34.73,64.86,2420.09,3,0,20.200000000000003
63,57,91,6.6,29.19,86.08,2304.87,1,2,28.6
144,89,79,6.79,15.71,60.69,2050.51,3,3,0.0
71,88,43,7.91,27.82,35.6,2665.93,1,6,36.1
141,62,75,7.72,23.04,83.75,1384.46,2,3,10.1
31,20,90,5.03,16.96,65.1,1785.27,2,5,49.699999999999996
57,18,78,7.36,33.97,34.27,2914.26,5,5,47.3
109,70,29,6.24,14.49,30.63,1242.29,4,2,35.7
123,31,23,5.68,28.91,45.68,2302.57,1,1,45.599999999999994
108,80,85,4.7,28.32,37.22,1297.05,1,0,10.6
31,53,77,6.45,19.11,67.71,1516.48,0,5,45.0
108,39,50,5.92,22.88,65.8,1139.77,5,1,36.9
55,69,68,5.51,13.5,80.45,628.61,2,5,36.6
35,64,59,7.28,10.77,60.8,2922.17,0,5,47.699999999999996
132,48,83,7.58,10.39,45.19,1452.46,0,3,13.8
82,50,48,5.48,15.23,33.02,982.17,3,0,42.2
62,18,39,4.7,36.01,30.63,2009.59,6,1,61.400000000000006
38,10,46,7.9,25.68,85.55,510.6,4,5,68.2
157,12,56,4.54,13.51,38.67,1721.54,2,1,27.9
75,78,99,8.25,37.16,59.95,1807.53,5,6,15.5
62,20,54,7.01,27.07,77.69,748.67,3,1,54.8
67,13,119,5.79,10.84,85.72,2886.92,0,1,29.4
59,42,66,5.49,32.88,42.1,1865.1,0,5,44.300000000000004
53,42,13,4.54,24.2,43.92,823.33,6,5,67.3
129,54,15,5.44,25.99,40.78,2533.63,2,2,40.1
132,29,24,5.05,28.4,39.54,1059.71,3,1,43.1
132,46,118,6.95,12.83,57.3,2243.75,2,3,0.3999999999999968
148,30,54,5.17,38.43,68.15,1959.45,5,1,26.0
38,67,91,6.61,17.66,72.38,647.11,2,5,33.1
20,60,90,6.86,28.65,49.63,464.53,0,5,41.0
139,80,69,5.69,35.67,67.43,1901.03,1,6,7.7
107,25,106,4.64,19.96,30.14,2071.25,4,1,19.0
122,45,109,4.65,28.83,83.3,566.96,3,0,7.299999999999997
103,59,116,4.61,39.67,82.19,683.61,1,0,5.999999999999998
47,84,98,7.46,35.55,62.65,340.25,3,5,22.5
126,57,37,5.77,33.38,44.6,576.6,3,2,31.299999999999997
64,38,86,7.69,23.18,88.33,1846.62,2,1,36.0
43,51,41,6.23,23.54,78.64,761.78,0,5,56.4
63,68,57,6.31,24.57,31.02,1008.25,6,0,38.9
149,64,28,6.55,30.71,58.18,1754.7,1,2,25.9
97,83,40,7.35,14.33,36.12,1359.6,0,3,31.0
81,76,88,5.59,35.83,37.93,2566.63,4,2,18.7
23,31,69,4.99,10.54,30.08,1798.97,2,5,57.199999999999996
145,11,53,6.72,15.1,71.26,569.78,5,1,33.0
50,17,32,5.81,24.45,45.15,1276.1,0,5,68.1
78,50,113,6.27,17.56,48.29,924.54,3,1,17.4
20,20,36,7.09,20.97,32.82,925.16,2,5,74.6
88,33,10,6.48,19.98,30.48,918.11,1,1,60.699999999999996
33,35,31,6.98,18.07,77.56,1371.46,4,5,68.2
42,44,17,6.68,21.41,69.68,569.78,0,5,68.4
127,14,78,7.46,25.16,52.94,906.7,5,1,27.5
133,24,33,7.32,24.29,34.19,2164.11,3,1,40.7
137,23,42,6.64,34.36,76.55,2516.84,5,1,36.199999999999996
156,46,21,7.22,19.24,85.58,238.51,2,2,32.0
138,27,13,7.99,18.46,61.65,433.68,5,1,46.3
117,85,73,6.23,25.13,38.34,2594.13,4,4,11.200000000000001
64,76,88,6.15,11.44,69.15,801.03,3,3,23.8
145,55,69,7.56,13.35,34.29,1074.09,0,3,13.4
154,77,18,6.83,34.09,39.93,1143.85,5,2,24.5
76,66,51,4.78,24.81,58.24,2624.45,2,0,38.0
83,49,62,8.07,12.0,44.94,655.72,0,6,36.6
21,54,86,4.62,23.21,85.81,2475.11,3,5,44.099999999999994
25,25,83,7.49,21.95,78.53,1509.54,1,5,52.8
127,71,69,7.54,17.38,46.61,2392.87,5,2,14.0
80,32,115,8.31,21.16,87.83,2126.55,1,1,21.4
36,82,23,4.72,15.65,52.7,2249.88,6,5,56.39999999999999
45,60,60,6.89,23.47,64.1,518.77,0,5,45.5
95,10,74,6.21,22.26,63.84,1064.58,5,1,39.9
60,86,36,5.82,28.23,68.98,836.05,5,2,42.8
129,54,31,4.86,38.26,44.62,552.58,2,2,33.7
118,13,31,6.75,15.56,85.32,1989.86,1,1,49.3
118,64,99,6.42,22.52,45.94,2146.37,3,0,6.799999999999998
73,19,73,4.92,26.87,69.89,596.15,5,1,44.199999999999996
67,39,33,6.95,26.41,75.95,2351.82,1,1,56.0
114,23,39,7.45,29.84,82.89,1003.11,4,1,44.3
109,39,49,7.57,18.04,57.42,1255.03,5,1,37.0
91,14,90,8.12,29.04,72.7,2981.11,5,1,33.5
123,24,32,6.14,16.04,35.12,737.56,4,1,44.1
152,26,19,8.31,13.76,76.68,530.74,5,1,40.0
71,57,42,7.96,34.95,75.34,951.83,3,6,45.8
20,85,81,5.69,24.21,54.64,2809.05,5,5,37.1
64,34,14,5.14,21.92,48.81,536.14,3,1,66.0
137,28,107,6.24,37.86,52.81,1924.64,0,1,8.7
59,68,36,6.11,31.29,35.43,2420.63,4,5,48.5
30,62,71,6.8,30.31,68.27,2782.64,1,5,45.0
145,48,104,6.83,15.83,84.78,1538.49,6,2,1.4999999999999982
115,14,34,7.5,16.28,69.94,1481.53,3,1,48.7
154,49,75,6.54,24.49,64.83,2517.3,4,4,10.1
58,67,29,4.92,29.57,89.44,748.35,3,5,51.9
63,87,52,7.93,21.86,62.51,1494.04,5,6,35.199999999999996
76,15,76,5.74,11.93,50.75,1985.65,1,1,43.300000000000004
60,28,67,8.39,30.49,72.28,2160.26,1,1,47.800000000000004
58,77,50,4.97,33.21,61.29,513.17,4,5,40.5
41,33,113,8.33,38.33,88.33,2628.05,2,5,33.599999999999994
65,28,73,4.86,22.26,83.88,2491.09,0,1,43.9
22,68,111,5.42,17.74,86.81,1087.74,5,5,29.6
152,70,55,4.69,37.77,30.06,1533.87,0,0,12.4
75,41,69,7.32,31.45,50.05,1275.31,6,5,38.6
86,54,113,7.9,11.92,67.63,2947.08,1,6,13.799999999999999
108,44,24,6.24,27.4,48.5,1835.18,3,2,45.8
